Total cases,Johor,Kedah,Kelantan,Malacca,Negeri Sembilan,Pahang,Penang,Perak,Perlis,Sabah,Sarawak,Selangor,Terengganu,Kuala Lumpur,Putrajaya,Labuan,Date
82,null,1.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-04-05
82,null,null,null,null,null,null,null,null,null,25.0,null,null,null,null,null,null,2020-03-17
83,null,null,null,null,null,null,null,null,null,null,5.0,null,null,null,null,null,2020-03-24
84,null,null,6.0,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-03-25
84,null,null,null,null,null,14.0,null,null,null,null,null,null,null,null,null,null,2020-03-28
84,null,null,null,null,null,null,null,null,null,null,null,null,10.0,null,null,null,2020-04-05
85,null,null,null,null,null,null,null,null,null,null,2.0,null,null,null,null,null,2020-03-25
85,null,3.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-04-06
86,null,null,null,null,null,null,6.0,null,null,null,null,null,null,null,null,null,2020-03-28
87,null,null,null,null,null,null,1.0,null,null,null,null,null,null,null,null,null,2020-03-29
87,null,null,null,null,null,null,null,null,null,null,null,7.0,null,null,null,null,2020-03-13
88,null,null,null,null,null,null,1.0,null,null,null,null,null,null,null,null,null,2020-03-30
88,11.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-03-18
89,null,null,null,14.0,null,null,null,null,null,null,null,null,null,null,null,null,2020-04-05
90,null,5.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-04-07
90,null,null,null,null,null,null,null,null,null,null,null,null,6.0,null,null,null,2020-04-06
90,null,null,null,null,null,null,null,null,null,null,null,null,0.0,null,null,null,2020-04-07
91,null,1.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-04-08
92,null,null,null,null,null,null,null,null,null,null,null,5.0,null,null,null,null,2020-03-14
93,null,0.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-04-10
93,null,0.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-04-14
93,null,0.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-04-13
93,null,2.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-04-09
93,null,0.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-04-11
93,null,null,null,null,null,null,null,null,null,null,null,null,3.0,null,null,null,2020-04-08
93,null,0.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-04-12
94,null,null,null,null,16.0,null,null,null,null,null,null,null,null,null,null,null,2020-03-23
94,null,null,10.0,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-03-26
94,null,1.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-04-15
94,null,0.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-04-18
94,null,0.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-04-16
94,null,0.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-04-17
94,null,null,null,null,null,null,6.0,null,null,null,null,null,null,null,null,null,2020-03-31
95,null,null,null,null,null,null,null,null,null,null,10.0,null,null,null,null,null,2020-03-26
96,null,null,null,null,null,12.0,null,null,null,null,null,null,null,null,null,null,2020-03-29
96,null,null,null,null,null,null,2.0,null,null,null,null,null,null,null,null,null,2020-04-01
98,null,null,4.0,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-03-27
98,null,null,null,null,null,null,0.0,null,null,null,null,null,null,null,null,null,2020-04-03
98,null,null,null,null,null,null,null,null,null,null,null,null,5.0,null,null,null,2020-04-09
98,null,null,null,null,null,null,null,17.0,null,null,null,null,null,null,null,null,2020-03-24
98,null,null,null,null,null,null,2.0,null,null,null,null,null,null,null,null,null,2020-04-02
99,null,null,null,null,null,null,1.0,null,null,null,null,null,null,null,null,null,2020-04-04
99,null,null,null,10.0,null,null,null,null,null,null,null,null,null,null,null,null,2020-04-06
99,null,null,null,null,null,3.0,null,null,null,null,null,null,null,null,null,null,2020-03-30
101,null,null,null,null,null,null,2.0,null,null,null,null,null,null,null,null,null,2020-04-05
101,13.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-03-19
101,null,null,null,null,null,null,null,null,null,null,null,null,3.0,null,null,null,2020-04-10
101,null,null,null,null,null,null,0.0,null,null,null,null,null,null,null,null,null,2020-04-06
102,null,null,null,null,null,null,1.0,null,null,null,null,null,null,null,null,null,2020-04-07
102,null,null,null,null,null,3.0,null,null,null,null,null,null,null,null,null,null,2020-03-31
102,null,null,null,null,null,null,null,null,null,null,null,null,0.0,null,null,null,2020-04-12
102,null,null,null,null,null,null,null,null,null,null,null,null,null,29.5,null,null,2020-03-16
102,null,null,null,null,null,null,null,null,null,null,null,null,1.0,null,null,null,2020-04-11
103,null,null,null,null,null,null,null,null,null,21.0,null,null,null,null,null,null,2020-03-18
103,null,null,null,4.0,null,null,null,null,null,null,null,null,null,null,null,null,2020-04-07
106,null,null,null,null,null,null,null,null,null,null,null,null,0.0,null,null,null,2020-04-14
106,null,null,null,null,null,null,null,null,null,null,null,null,4.0,null,null,null,2020-04-13
106,null,null,null,null,null,null,null,null,null,null,null,null,0.0,null,null,null,2020-04-15
108,null,null,null,null,null,null,null,null,null,null,null,null,0.0,null,null,null,2020-04-17
108,null,null,null,null,null,null,null,null,null,null,null,null,2.0,null,null,null,2020-04-16
108,null,null,null,null,null,null,null,null,null,null,null,null,null,6.0,null,null,2020-03-17
108,null,null,null,null,null,null,6.0,null,null,null,null,null,null,null,null,null,2020-04-08
108,null,null,10.0,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-03-28
108,null,null,null,null,null,null,0.0,null,null,null,null,null,null,null,null,null,2020-04-09
109,null,null,null,null,null,null,null,null,null,null,null,null,1.0,null,null,null,2020-04-18
109,null,null,null,null,15.0,null,null,null,null,null,null,null,null,null,null,null,2020-03-24
109,null,null,null,null,null,null,1.0,null,null,null,null,null,null,null,null,null,2020-04-10
110,null,null,null,null,null,null,null,null,null,null,15.0,null,null,null,null,null,2020-03-27
111,null,null,null,null,null,9.0,null,null,null,null,null,null,null,null,null,null,2020-04-01
112,null,null,null,null,null,null,null,null,null,9.0,null,null,null,null,null,null,2020-03-19
114,null,null,null,null,null,null,null,null,null,null,null,null,null,6.0,null,null,2020-03-18
114,null,null,null,null,null,null,5.0,null,null,null,null,null,null,null,null,null,2020-04-11
114,13.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-03-20
114,null,null,null,null,null,3.0,null,null,null,null,null,null,null,null,null,null,2020-04-02
116,null,null,null,null,null,null,2.0,null,null,null,null,null,null,null,null,null,2020-04-12
116,null,null,null,13.0,null,null,null,null,null,null,null,null,null,null,null,null,2020-04-08
116,null,null,null,null,null,null,0.0,null,null,null,null,null,null,null,null,null,2020-04-13
118,null,null,null,null,null,null,null,null,null,null,8.0,null,null,null,null,null,2020-03-28
119,null,null,null,null,null,null,null,null,null,7.0,null,null,null,null,null,null,2020-03-20
119,null,null,null,null,null,null,0.0,null,null,null,null,null,null,null,null,null,2020-04-15
119,null,null,null,null,null,null,0.0,null,null,null,null,null,null,null,null,null,2020-04-17
119,null,null,null,null,null,null,3.0,null,null,null,null,null,null,null,null,null,2020-04-14
119,null,null,null,3.0,null,null,null,null,null,null,null,null,null,null,null,null,2020-04-09
119,null,null,null,null,null,null,0.0,null,null,null,null,null,null,null,null,null,2020-04-16
119,null,null,null,null,null,null,0.0,null,null,null,null,null,null,null,null,null,2020-04-18
123,null,null,15.0,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-03-29
123,null,null,null,null,null,null,null,null,null,null,null,null,null,9.0,null,null,2020-03-19
123,null,null,null,null,14.0,null,null,null,null,null,null,null,null,null,null,null,2020-03-25
127,null,null,null,null,null,13.0,null,null,null,null,null,null,null,null,null,null,2020-04-03
127,null,null,4.0,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-03-30
128,null,null,null,null,null,null,null,30.0,null,null,null,null,null,null,null,null,2020-03-25
129,null,null,null,null,null,null,null,null,null,null,11.0,null,null,null,null,null,2020-03-29
129,15.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-03-21
131,null,null,4.0,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-03-31
132,null,null,null,null,9.0,null,null,null,null,null,null,null,null,null,null,null,2020-03-26
133,null,null,null,14.0,null,null,null,null,null,null,null,null,null,null,null,null,2020-04-10
134,null,null,3.0,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-04-01
135,null,null,null,null,null,null,null,null,null,null,6.0,null,null,null,null,null,2020-03-30
136,null,null,null,null,null,null,null,null,null,17.0,null,null,null,null,null,null,2020-03-21
137,null,null,0.0,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-04-03
137,null,null,3.0,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-04-02
138,null,null,null,null,6.0,null,null,null,null,null,null,null,null,null,null,null,2020-03-27
139,null,null,2.0,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-04-04
139,null,null,null,null,null,null,null,null,null,null,null,null,null,16.0,null,null,2020-03-20
141,null,null,null,8.0,null,null,null,null,null,null,null,null,null,null,null,null,2020-04-11
141,null,null,2.0,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-04-05
142,null,null,1.0,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-04-06
144,null,null,null,3.0,null,null,null,null,null,null,null,null,null,null,null,null,2020-04-12
144,null,null,null,0.0,null,null,null,null,null,null,null,null,null,null,null,null,2020-04-13
144,null,null,null,null,null,null,null,null,null,null,null,26.0,null,null,null,null,2020-03-16
145,16.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-03-22
147,null,null,null,0.0,null,null,null,null,null,null,null,null,null,null,null,null,2020-04-16
147,null,null,0.0,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-04-08
147,null,null,null,3.0,null,null,null,null,null,null,null,null,null,null,null,null,2020-04-14
147,null,null,5.0,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-04-07
147,null,null,null,0.0,null,null,null,null,null,null,null,null,null,null,null,null,2020-04-15
148,null,null,1.0,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-04-09
148,null,null,null,1.0,null,null,null,null,null,null,null,null,null,null,null,null,2020-04-17
148,null,null,null,0.0,null,null,null,null,null,null,null,null,null,null,null,null,2020-04-18
149,null,null,1.0,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-04-10
151,null,null,2.0,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-04-11
151,null,null,null,null,null,24.0,null,null,null,null,null,null,null,null,null,null,2020-04-04
151,null,null,null,null,null,null,null,23.0,null,null,null,null,null,null,null,null,2020-03-26
152,null,null,1.0,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-04-12
153,null,null,null,null,15.0,null,null,null,null,null,null,null,null,null,null,null,2020-03-28
154,null,null,0.0,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-04-15
154,null,null,0.0,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-04-14
154,null,null,2.0,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-04-13
155,null,null,0.0,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-04-17
155,null,null,1.0,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-04-16
155,null,null,0.0,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-04-18
156,null,null,null,null,null,null,null,null,null,null,21.0,null,null,null,null,null,2020-03-31
158,13.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-03-23
158,null,null,null,null,null,7.0,null,null,null,null,null,null,null,null,null,null,2020-04-05
158,null,null,null,null,null,null,null,null,null,22.0,null,null,null,null,null,null,2020-03-22
159,null,null,null,null,null,null,null,8.0,null,null,null,null,null,null,null,null,2020-03-27
161,null,null,null,null,null,null,null,null,null,null,null,17.0,null,null,null,null,2020-03-17
161,null,null,null,null,null,3.0,null,null,null,null,null,null,null,null,null,null,2020-04-06
162,null,null,null,null,9.0,null,null,null,null,null,null,null,null,null,null,null,2020-03-29
162,4.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-03-24
165,null,null,null,null,null,null,null,6.0,null,null,null,null,null,null,null,null,2020-03-28
166,null,null,null,null,null,5.0,null,null,null,null,null,null,null,null,null,null,2020-04-07
166,null,null,null,null,null,null,null,null,null,null,null,null,null,27.0,null,null,2020-03-21
169,null,null,null,null,null,3.0,null,null,null,null,null,null,null,null,null,null,2020-04-08
169,null,null,null,null,null,null,null,null,null,11.0,null,null,null,null,null,null,2020-03-23
170,null,null,null,null,null,null,null,null,null,0.0,null,null,null,null,null,null,2020-03-25
170,null,null,null,null,null,null,null,null,null,1.0,null,null,null,null,null,null,2020-03-24
172,null,null,null,null,10.0,null,null,null,null,null,null,null,null,null,null,null,2020-03-30
172,null,null,null,null,null,null,null,null,null,2.0,null,null,null,null,null,null,2020-03-26
176,null,null,null,null,null,null,null,11.0,null,null,null,null,null,null,null,null,2020-03-29
181,null,null,null,null,9.0,null,null,null,null,null,null,null,null,null,null,null,2020-03-31
182,null,null,null,null,null,null,null,null,null,10.0,null,null,null,null,null,null,2020-03-27
183,null,null,null,null,null,14.0,null,null,null,null,null,null,null,null,null,null,2020-04-09
183,null,null,null,null,null,null,null,null,null,null,null,null,null,17.0,null,null,2020-03-22
184,null,null,null,null,null,null,null,8.0,null,null,null,null,null,null,null,null,2020-03-30
187,null,null,null,null,null,4.0,null,null,null,null,null,null,null,null,null,null,2020-04-10
188,null,null,null,null,null,null,null,null,null,null,32.0,null,null,null,null,null,2020-04-01
189,null,null,null,null,null,null,null,5.0,null,null,null,null,null,null,null,null,2020-03-31
189,null,null,null,null,8.0,null,null,null,null,null,null,null,null,null,null,null,2020-04-01
192,null,null,null,null,null,null,null,null,null,null,null,31.0,null,null,null,null,2020-03-18
194,null,null,null,null,null,null,null,5.0,null,null,null,null,null,null,null,null,2020-04-01
196,34.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-03-25
197,null,null,null,null,null,null,null,null,null,15.0,null,null,null,null,null,null,2020-03-28
197,null,null,null,null,null,null,null,null,null,0.0,null,null,null,null,null,null,2020-03-29
200,null,null,null,null,null,null,null,6.0,null,null,null,null,null,null,null,null,2020-04-02
201,null,null,null,null,null,null,null,null,null,4.0,null,null,null,null,null,null,2020-03-30
205,null,null,null,null,null,null,null,5.0,null,null,null,null,null,null,null,null,2020-04-03
206,null,null,null,null,null,null,null,null,null,5.0,null,null,null,null,null,null,2020-03-31
207,null,null,null,null,18.0,null,null,null,null,null,null,null,null,null,null,null,2020-04-02
207,null,null,null,null,null,null,null,2.0,null,null,null,null,null,null,null,null,2020-04-04
209,null,null,null,null,null,null,null,null,null,3.0,null,null,null,null,null,null,2020-04-01
210,null,null,null,null,null,null,null,null,null,1.0,null,null,null,null,null,null,2020-04-02
211,null,null,null,null,null,null,null,null,null,null,23.0,null,null,null,null,null,2020-04-02
211,null,null,null,null,4.0,null,null,null,null,null,null,null,null,null,null,null,2020-04-03
213,null,null,null,null,null,null,null,6.0,null,null,null,null,null,null,null,null,2020-04-05
214,null,null,null,null,null,27.0,null,null,null,null,null,null,null,null,null,null,2020-04-11
215,null,null,null,null,null,null,null,null,null,5.0,null,null,null,null,null,null,2020-04-03
219,null,null,null,null,null,null,null,6.0,null,null,null,null,null,null,null,null,2020-04-06
220,null,null,null,null,9.0,null,null,null,null,null,null,null,null,null,null,null,2020-04-04
223,null,null,null,null,null,null,null,null,null,null,null,31.0,null,null,null,null,2020-03-19
225,null,null,null,null,null,0.0,null,null,null,null,null,null,null,null,null,null,2020-04-13
225,null,null,null,null,null,11.0,null,null,null,null,null,null,null,null,null,null,2020-04-12
225,null,null,null,null,null,null,null,null,null,10.0,null,null,null,null,null,null,2020-04-04
231,null,null,null,null,11.0,null,null,null,null,null,null,null,null,null,null,null,2020-04-05
233,null,null,null,null,null,null,null,14.0,null,null,null,null,null,null,null,null,2020-04-07
236,null,null,null,null,null,11.0,null,null,null,null,null,null,null,null,null,null,2020-04-14
237,null,null,null,null,null,null,null,4.0,null,null,null,null,null,null,null,null,2020-04-08
238,null,null,null,null,null,null,null,null,null,13.0,null,null,null,null,null,null,2020-04-05
239,43.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-03-26
239,null,null,null,null,8.0,null,null,null,null,null,null,null,null,null,null,null,2020-04-06
239,null,null,null,null,null,null,null,null,null,null,28.0,null,null,null,null,null,2020-04-03
240,null,null,null,null,null,null,null,null,null,2.0,null,null,null,null,null,null,2020-04-06
241,null,null,null,null,null,null,null,null,null,1.0,null,null,null,null,null,null,2020-04-07
241,null,null,null,null,null,null,null,4.0,null,null,null,null,null,null,null,null,2020-04-09
242,null,null,null,null,null,null,null,null,null,null,null,null,null,59.0,null,null,2020-03-23
242,null,null,null,null,null,null,null,1.0,null,null,null,null,null,null,null,null,2020-04-10
243,null,null,null,null,null,null,null,1.0,null,null,null,null,null,null,null,null,2020-04-11
244,null,null,null,null,null,null,null,1.0,null,null,null,null,null,null,null,null,2020-04-12
246,null,null,null,null,null,null,null,null,null,null,7.0,null,null,null,null,null,2020-04-04
247,null,null,null,null,null,null,null,3.0,null,null,null,null,null,null,null,null,2020-04-13
248,null,null,null,null,null,null,null,null,null,7.0,null,null,null,null,null,null,2020-04-08
248,null,null,null,null,null,null,null,null,null,0.0,null,null,null,null,null,null,2020-04-09
250,null,null,null,null,null,null,null,3.0,null,null,null,null,null,null,null,null,2020-04-14
250,null,null,null,null,null,null,null,0.0,null,null,null,null,null,null,null,null,2020-04-15
250,null,null,null,null,null,null,null,null,null,2.0,null,null,null,null,null,null,2020-04-10
251,null,null,null,null,null,null,null,1.0,null,null,null,null,null,null,null,null,2020-04-16
252,null,null,null,null,null,null,null,0.0,null,null,null,null,null,null,null,null,2020-04-18
252,null,null,null,null,null,null,null,1.0,null,null,null,null,null,null,null,null,2020-04-17
253,null,null,null,null,null,17.0,null,null,null,null,null,null,null,null,null,null,2020-04-15
257,null,null,null,null,null,null,null,null,null,null,null,null,null,15.0,null,null,2020-03-24
259,20.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-03-27
260,null,null,null,null,null,null,null,null,null,10.0,null,null,null,null,null,null,2020-04-11
261,null,null,null,null,null,8.0,null,null,null,null,null,null,null,null,null,null,2020-04-16
261,null,null,null,null,22.0,null,null,null,null,null,null,null,null,null,null,null,2020-04-07
261,null,null,null,null,null,null,null,null,null,null,15.0,null,null,null,null,null,2020-04-05
262,null,null,null,null,null,1.0,null,null,null,null,null,null,null,null,null,null,2020-04-17
263,null,null,null,null,null,null,null,null,null,null,null,40.0,null,null,null,null,2020-03-20
264,null,null,null,null,null,2.0,null,null,null,null,null,null,null,null,null,null,2020-04-18
266,null,null,null,null,null,null,null,null,null,6.0,null,null,null,null,null,null,2020-04-12
270,null,null,null,null,9.0,null,null,null,null,null,null,null,null,null,null,null,2020-04-08
270,null,null,null,null,null,null,null,null,null,null,null,null,null,13.0,null,null,2020-03-25
273,null,null,null,null,null,null,null,null,null,null,12.0,null,null,null,null,null,2020-04-06
280,null,null,null,null,null,null,null,null,null,14.0,null,null,null,null,null,null,2020-04-13
281,null,null,null,null,11.0,null,null,null,null,null,null,null,null,null,null,null,2020-04-09
285,null,null,null,null,null,null,null,null,null,0.0,null,null,null,null,null,null,2020-04-15
285,26.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-03-28
285,null,null,null,null,null,null,null,null,null,5.0,null,null,null,null,null,null,2020-04-14
288,null,null,null,null,null,null,null,null,null,3.0,null,null,null,null,null,null,2020-04-16
288,null,null,null,null,null,null,null,null,null,null,15.0,null,null,null,null,null,2020-04-07
292,null,null,null,null,11.0,null,null,null,null,null,null,null,null,null,null,null,2020-04-10
292,null,null,null,null,null,null,null,null,null,null,null,29.0,null,null,null,null,2020-03-21
293,null,null,null,null,null,null,null,null,null,5.0,null,null,null,null,null,null,2020-04-17
303,null,null,null,null,null,null,null,null,null,10.0,null,null,null,null,null,null,2020-04-18
306,null,null,null,null,null,null,null,null,null,null,18.0,null,null,null,null,null,2020-04-08
309,24.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-03-29
309,null,null,null,null,null,null,null,null,null,null,null,17.0,null,null,null,null,2020-03-22
309,null,null,null,null,17.0,null,null,null,null,null,null,null,null,null,null,null,2020-04-11
312,null,null,null,null,null,null,null,null,null,null,6.0,null,null,null,null,null,2020-04-09
318,null,null,null,null,9.0,null,null,null,null,null,null,null,null,null,null,null,2020-04-12
321,null,null,null,null,null,null,null,null,null,null,null,null,null,51.0,null,null,2020-03-26
327,null,null,null,null,null,null,null,null,null,null,15.0,null,null,null,null,null,2020-04-10
333,24.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-03-30
334,null,null,null,null,null,null,null,null,null,null,7.0,null,null,null,null,null,2020-04-11
337,null,null,null,null,null,null,null,null,null,null,null,null,null,16.0,null,null,2020-03-27
342,null,null,null,null,null,null,null,null,null,null,8.0,null,null,null,null,null,2020-04-12
344,null,null,null,null,null,null,null,null,null,null,null,null,null,7.0,null,null,2020-03-28
348,null,null,null,null,null,null,null,null,null,null,6.0,null,null,null,null,null,2020-04-13
349,16.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-03-31
354,null,null,null,null,null,null,null,null,null,null,null,45.0,null,null,null,null,2020-03-23
360,null,null,null,null,42.0,null,null,null,null,null,null,null,null,null,null,null,2020-04-13
362,null,null,null,null,2.0,null,null,null,null,null,null,null,null,null,null,null,2020-04-14
363,null,null,null,null,1.0,null,null,null,null,null,null,null,null,null,null,null,2020-04-15
363,null,null,null,null,null,null,null,null,null,null,15.0,null,null,null,null,null,2020-04-14
368,19.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-04-01
371,null,null,null,null,null,null,null,null,null,null,8.0,null,null,null,null,null,2020-04-15
372,null,null,null,null,null,null,null,null,null,null,null,null,null,28.0,null,null,2020-03-29
381,null,null,null,null,null,null,null,null,null,null,null,27.0,null,null,null,null,2020-03-24
387,null,null,null,null,null,null,null,null,null,null,16.0,null,null,null,null,null,2020-04-16
389,null,null,null,null,26.0,null,null,null,null,null,null,null,null,null,null,null,2020-04-16
395,27.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-04-02
396,null,null,null,null,null,null,null,null,null,null,null,null,null,24.0,null,null,2020-03-30
397,null,null,null,null,null,null,null,null,null,null,10.0,null,null,null,null,null,2020-04-17
402,null,null,null,null,13.0,null,null,null,null,null,null,null,null,null,null,null,2020-04-17
403,null,null,null,null,null,null,null,null,null,null,6.0,null,null,null,null,null,2020-04-18
405,null,null,null,null,3.0,null,null,null,null,null,null,null,null,null,null,null,2020-04-18
416,21.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-04-03
422,6.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-04-04
430,null,null,null,null,null,null,null,null,null,null,null,null,null,34.0,null,null,2020-03-31
435,null,null,null,null,null,null,null,null,null,null,null,54.0,null,null,null,null,2020-03-25
438,16.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-04-05
455,null,null,null,null,null,null,null,null,null,null,null,null,null,25.0,null,null,2020-04-01
468,30.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-04-06
478,10.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-04-07
488,null,null,null,null,null,null,null,null,null,null,null,null,null,33.0,null,null,2020-04-02
496,18.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-04-08
503,7.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-04-09
510,null,null,null,null,null,null,null,null,null,null,null,75.0,null,null,null,null,2020-03-26
523,20.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-04-10
543,null,null,null,null,null,null,null,null,null,null,null,null,null,55.0,null,null,2020-04-03
544,21.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-04-11
546,null,null,null,null,null,null,null,null,null,null,null,36.0,null,null,null,null,2020-03-27
558,14.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-04-12
579,null,null,null,null,null,null,null,null,null,null,null,33.0,null,null,null,null,2020-03-28
579,21.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-04-13
587,8.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-04-14
595,null,null,null,null,null,null,null,null,null,null,null,null,null,52.0,null,null,2020-04-04
601,14.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-04-15
612,null,null,null,null,null,null,null,null,null,null,null,33.0,null,null,null,null,2020-03-29
614,13.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-04-16
622,null,null,null,null,null,null,null,null,null,null,null,null,null,27.0,null,null,2020-04-05
623,9.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-04-17
639,16.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-04-18
640,null,null,null,null,null,null,null,null,null,null,null,null,null,18.0,null,null,2020-04-06
671,null,null,null,null,null,null,null,null,null,null,null,null,null,31.0,null,null,2020-04-07
672,null,null,null,null,null,null,null,null,null,null,null,60.0,null,null,null,null,2020-03-30
685,null,null,null,null,null,null,null,null,null,null,null,null,null,14.0,null,null,2020-04-08
699,null,null,null,null,null,null,null,null,null,null,null,null,null,14.0,null,null,2020-04-09
704,null,null,null,null,null,null,null,null,null,null,null,32.0,null,null,null,null,2020-03-31
713,null,null,null,null,null,null,null,null,null,null,null,null,null,14.0,null,null,2020-04-10
726,null,null,null,null,null,null,null,null,null,null,null,22.0,null,null,null,null,2020-04-01
759,null,null,null,null,null,null,null,null,null,null,null,null,null,46.0,null,null,2020-04-11
800,null,null,null,null,null,null,null,null,null,null,null,74.0,null,null,null,null,2020-04-02
803,null,null,null,null,null,null,null,null,null,null,null,null,null,44.0,null,null,2020-04-12
830,null,null,null,null,null,null,null,null,null,null,null,null,null,27.0,null,null,2020-04-13
863,null,null,null,null,null,null,null,null,null,null,null,63.0,null,null,null,null,2020-04-03
890,null,null,null,null,null,null,null,null,null,null,null,27.0,null,null,null,null,2020-04-04
899,null,null,null,null,null,null,null,null,null,null,null,null,null,69.0,null,null,2020-04-14
926,null,null,null,null,null,null,null,null,null,null,null,null,null,27.0,null,null,2020-04-15
943,null,null,null,null,null,null,null,null,null,null,null,53.0,null,null,null,null,2020-04-05
952,null,null,null,null,null,null,null,null,null,null,null,null,null,26.0,null,null,2020-04-16
970,null,null,null,null,null,null,null,null,null,null,null,27.0,null,null,null,null,2020-04-06
971,null,null,null,null,null,null,null,null,null,null,null,null,null,19.0,null,null,2020-04-17
985,null,null,null,null,null,null,null,null,null,null,null,null,null,14.0,null,null,2020-04-18
1020,null,null,null,null,null,null,null,null,null,null,null,50.0,null,null,null,null,2020-04-07
1078,null,null,null,null,null,null,null,null,null,null,null,58.0,null,null,null,null,2020-04-08
1118,null,null,null,null,null,null,null,null,null,null,null,40.0,null,null,null,null,2020-04-09
1148,null,null,null,null,null,null,null,null,null,null,null,30.0,null,null,null,null,2020-04-10
1183,null,null,null,null,null,null,null,null,null,null,null,35.0,null,null,null,null,2020-04-11
1236,null,null,null,null,null,null,null,null,null,null,null,53.0,null,null,null,null,2020-04-12
1249,null,null,null,null,null,null,null,null,null,null,null,13.0,null,null,null,null,2020-04-13
1299,null,null,null,null,null,null,null,null,null,null,null,50.0,null,null,null,null,2020-04-14
1316,null,null,null,null,null,null,null,null,null,null,null,17.0,null,null,null,null,2020-04-15
1329,null,null,null,null,null,null,null,null,null,null,null,13.0,null,null,null,null,2020-04-16
