Total cases,Johor,Kedah,Kelantan,Malacca,Negeri Sembilan,Pahang,Penang,Perak,Perlis,Sabah,Sarawak,Selangor,Terengganu,Kuala Lumpur,Putrajaya,Labuan,Date
1510,,,,,,,63.0,,,,,,,,,,2020-11-12
1512,,,,,,,,,,,,,,,20.0,,2021-05-14
1514,,,,,,,,,,,,,,,,19.0,2020-12-19
1515,,,,,,,,,,,,,,7.0,,,2020-05-16
1516,,,,,24.0,,,,,,,,,,,,2020-10-28
1518,,,,,,,,,,,,63.0,,,,,2020-05-02
1522,,,,,,,,,44.0,,,,,,,,2021-08-25
1528,,,,,,,,,,,,,,13.0,,,2020-05-17
1529,,,,,,,,,,,,11.0,,,,,2020-05-03
1532,,,,,,28.0,,,,,,,,,,,2021-01-08
1534,,,,,,,,,,,,,179.0,,,,2021-01-24
1535,,,,,,,,,,,,,,,23.0,,2021-05-15
1541,,,,,,,,,,,,,,,,27.0,2020-12-20
1542,,,,,,,,,,,,,,,7.0,,2021-05-16
1547,,,,,,,,,,64.0,,,,,,,2020-09-26
1548,,,,50.0,,,,,,,,,,,,,2021-01-09
1549,102.0,,,,,,,,,,,,,,,,2020-12-02
1550,,,,,,,,,,,,21.0,,,,,2020-05-04
1552,,,,,,,42.0,,,,,,,,,,2020-11-13
1553,,,,,,,,,,,,,,,11.0,,2021-05-17
1555,,,,,,,,,,,,5.0,,,,,2020-05-05
1559,,,,,43.0,,,,,,,,,,,,2020-10-29
1562,,,,,,,,,,,,,,,9.0,,2021-05-18
1564,,,,,,,,,,,,9.0,,,,,2020-05-06
1564,,,85.0,,,,,,,,,,,,,,2021-01-13
1566,,,,,,,,,,,,,,38.0,,,2020-05-18
1568,,,,,,36.0,,,,,,,,,,,2021-01-09
1570,,,,,,,,,,,,,,,,29.0,2020-12-21
1571,,,,,,,,,,,,,,,9.0,,2021-05-19
1572,,,,,,,,,,,,,,,,2.0,2020-12-22
1574,,,,,,,,,,,146.0,,,,,,2021-01-12
1574,,,,,,,,,,,,,,,,2.0,2020-12-23
1580,,,,,,,,,,,,16.0,,,,,2020-05-07
1582,,,,,23.0,,,,,,,,,,,,2020-10-30
1583,,,,35.0,,,,,,,,,,,,,2021-01-10
1586,,,,,,,,,,,,6.0,,,,,2020-05-08
1586,,,,,,,34.0,,,,,,,,,,2020-11-14
1588,,,,,,,,,,,,,,22.0,,,2020-05-19
1589,,,,,,,,,67.0,,,,,,,,2021-08-26
1596,,,,,,,,,,,,10.0,,,,,2020-05-09
1598,,,,,,,,,,,,,,10.0,,,2020-05-20
1600,,153.0,,,,,,,,,,,,,,,2020-10-07
1600,,,,,,,,,,,,,,,,26.0,2020-12-24
1604,,,,,,,,,,,,8.0,,,,,2020-05-10
1606,,,,,,,,,,,,,,,35.0,,2021-05-20
1607,,,,,25.0,,,,,,,,,,,,2020-10-31
1607,,,,,,,,,,,,3.0,,,,,2020-05-11
1608,,,,,,,,,,,,,,,,8.0,2020-12-25
1609,,,,,,41.0,,,,,,,,,,,2021-01-10
1610,,,,,,,,,,,,3.0,,,,,2020-05-12
1612,,,,,,,,,,,,2.0,,,,,2020-05-13
1613,,,,,,,,,,,,,79.0,,,,2021-01-25
1613,,,,,,,,,,,,1.0,,,,,2020-05-14
1615,,,,,8.0,,,,,,,,,,,,2020-11-01
1616,,16.0,,,,,,,,,,,,,,,2020-10-08
1620,,,,37.0,,,,,,,,,,,,,2021-01-11
1624,,,,,,,,,,,,,,,,16.0,2020-12-26
1626,,10.0,,,,,,,,,,,,,,,2020-10-09
1626,,,,,,,,,,,,,,,20.0,,2021-05-21
1627,,,,,,,,,,,,14.0,,,,,2020-05-15
1627,78.0,,,,,,,,,,,,,,,,2020-12-03
1628,,,,,,,42.0,,,,,,,,,,2020-11-15
1628,,,,,,,,,,,,1.0,,,,,2020-05-16
1631,,,,,16.0,,,,,,,,,,,,2020-11-02
1636,,,,,,,,,,,,,,,,0.0,2020-12-29
1636,,,,,,,,,,,,8.0,,,,,2020-05-17
1636,,,,,,,,,,,,,,,,0.0,2020-12-28
1636,,,,,,,,,,,,,,,,12.0,2020-12-27
1637,,,,,,,,,,,,,,39.0,,,2020-05-21
1638,,,,,,,,,,,,,,,,2.0,2020-12-30
1641,,,,21.0,,,,,,,,,,,,,2021-01-12
1644,,,,,,,,,,,,8.0,,,,,2020-05-18
1644,,,,,,,,,,,,,,,18.0,,2021-05-22
1649,,,85.0,,,,,,,,,,,,,,2021-01-14
1650,,,,,,,,,,,,6.0,,,,,2020-05-19
1653,,27.0,,,,,,,,,,,,,,,2020-10-10
1654,,,,,,,26.0,,,,,,,,,,2020-11-16
1655,,,,,,46.0,,,,,,,,,,,2021-01-11
1665,,,,,,,,,,,,15.0,,,,,2020-05-20
1665,,,,,,,,167.0,,,,,,,,,2020-11-28
1665,,,,,,,,,76.0,,,,,,,,2021-08-27
1669,,16.0,,,,,,,,,,,,,,,2020-10-11
1671,,,,,,,,,,124.0,,,,,,,2020-09-27
1673,,,,,,,,,,,,8.0,,,,,2020-05-21
1674,,,,,,,,,,,,,,,30.0,,2021-05-23
1676,,,,,,,,,,,,,,39.0,,,2020-05-22
1679,,10.0,,,,,,,,,,,,,,,2020-10-12
1681,,,,,,,,,,,,,,5.0,,,2020-05-23
1687,,,,,,,33.0,,,,,,,,,,2020-11-17
1689,,,,,,,,,,,,,76.0,,,,2021-01-26
1692,,,,,,,,,,,,,,11.0,,,2020-05-24
1693,,,,,,,,,,,,20.0,,,,,2020-05-22
1696,69.0,,,,,,,,,,,,,,,,2020-12-04
1701,,,,,,,,,,,,,,,,63.0,2020-12-31
1702,,,,,71.0,,,,,,,,,,,,2020-11-03
1703,,,,,,,16.0,,,,,,,,,,2020-11-18
1704,,,,,,,,,,,,,,,,3.0,2021-01-01
1705,,,,,,,,,,,,,,,,1.0,2021-01-02
1711,,,,,,,8.0,,,,,,,,,,2020-11-19
1713,,,,72.0,,,,,,,,,,,,,2021-01-13
1714,,,,,,,,,,,,,,,40.0,,2021-05-24
1721,,,,,,,,,,,,,,,,16.0,2021-01-03
1722,,,,,,,,,,,,,,,,1.0,2021-01-04
1728,,,79.0,,,,,,,,,,,,,,2021-01-15
1730,,,,,,,,,,,,37.0,,,,,2020-05-23
1736,,,,,,,25.0,,,,,,,,,,2020-11-20
1737,,,,,,,,,,,,,,,23.0,,2021-05-25
1739,,60.0,,,,,,,,,,,,,,,2020-10-13
1740,,,,,,,,,,,166.0,,,,,,2021-01-13
1742,,,,,,,,77.0,,,,,,,,,2020-11-29
1746,,,,,44.0,,,,,,,,,,,,2020-11-04
1751,,,,,,96.0,,,,,,,,,,,2021-01-12
1753,,,,,,,17.0,,,,,,,,,,2020-11-21
1757,,,,,,,,,,,,,68.0,,,,2021-01-27
1759,,,,,,,,,,,,,,,,37.0,2021-01-05
1762,66.0,,,,,,,,,,,,,,,,2020-12-05
1763,,,,,,,,,98.0,,,,,,,,2021-08-28
1766,,,,,,,,,,,,,,,29.0,,2021-05-26
1768,,,,,,,15.0,,,,,,,,,,2020-11-22
1768,,,,,,,,,,,,,,,,9.0,2021-01-06
1769,,,,,,,,,,98.0,,,,,,,2020-09-28
1771,,,,,,,,,,,,,,,,3.0,2021-01-07
1776,,,,,,,,,,,,46.0,,,,,2020-05-24
1777,,,,,,,,,,,,,,,,6.0,2021-01-08
1778,,,,,,,,,,,,,,,12.0,,2021-05-27
1780,,,,,,,12.0,,,,,,,,,,2020-11-23
1781,,,,,,,,,,,,,,,,4.0,2021-01-09
1785,,,,,,,,43.0,,,,,,,,,2020-11-30
1795,,,,,,,15.0,,,,,,,,,,2020-11-24
1798,,,,,,,,13.0,,,,,,,,,2020-12-01
1798,,,,,,,,,,,,,,,,17.0,2021-01-10
1798,,,,85.0,,,,,,,,,,,,,2021-01-14
1806,,,,,,,,,,,,,,,,8.0,2021-01-11
1807,,,,,,,,,,,,,,115.0,,,2020-05-25
1809,,,,,,,14.0,,,,,,,,,,2020-11-25
1819,,,,,,,,,56.0,,,,,,,,2021-08-29
1821,,,,,,,,,,,,,,,,0.0,2021-01-13
1821,,,,,,,,,,,,,,,,15.0,2021-01-12
1822,,,,,,,,,,,,,,,44.0,,2021-05-28
1826,,,,,,,17.0,,,,,,,,,,2020-11-26
1829,,,,,,,,,,,,53.0,,,,,2020-05-25
1832,,,,,,,,34.0,,,,,,,,,2020-12-02
1836,,,,,90.0,,,,,,,,,,,,2020-11-05
1837,,,,,,,,,,,,,80.0,,,,2021-01-28
1838,,,,,,,,,,,,9.0,,,,,2020-05-26
1842,,,,,,,,,,73.0,,,,,,,2020-09-29
1843,,,,,,,,,,,,5.0,,,,,2020-05-27
1845,,,,,,,,,,,,2.0,,,,,2020-05-28
1851,,,,,,,,,,,,,,,29.0,,2021-05-29
1852,,113.0,,,,,,,,,,,,,,,2020-10-14
1855,,,,,,,,,,,,,,,,34.0,2021-01-14
1856,,,,58.0,,,,,,,,,,,,,2021-01-15
1858,,,,,,,,26.0,,,,,,,,,2020-12-03
1864,,,,,,,,,,,,,,,,9.0,2021-01-15
1864,,,,,,,,,,,,,,,13.0,,2021-05-30
1869,,,141.0,,,,,,,,,,,,,,2021-01-16
1873,,,,,,,,,,,,28.0,,,,,2020-05-29
1877,,,,,,,,,,35.0,,,,,,,2020-09-30
1878,,,,,,,,,,,,5.0,,,,,2020-05-30
1881,,,,,,,,,,,,,,,,17.0,2021-01-16
1881,,,,,45.0,,,,,,,,,,,,2020-11-06
1883,,31.0,,,,,,,,,,,,,,,2020-10-15
1887,125.0,,,,,,,,,,,,,,,,2020-12-06
1890,,,,,,,64.0,,,,,,,,,,2020-11-27
1890,,,,,,,,,71.0,,,,,,,,2021-08-30
1890,,7.0,,,,,,,,,,,,,,,2020-10-16
1892,,,,,,,,,,,,,,,28.0,,2021-05-31
1894,,,,,,143.0,,,,,,,,,,,2021-01-13
1900,,,,44.0,,,,,,,,,,,,,2021-01-16
1903,,,,,,,,,,,,,,,,22.0,2021-01-17
1905,,,,,,,,47.0,,,,,,,,,2020-12-04
1909,,,,,,,,,,,,31.0,,,,,2020-05-31
1910,,,,,,,,,,,,,,,18.0,,2021-06-01
1911,,,,,,,,,,,,,,,1.0,,2021-06-02
1917,,,,,,,,,,,,,,,,14.0,2021-01-18
1918,,,,,,,,,,,,,,,,1.0,2021-01-19
1919,,,,,,,,,,,,,,,,1.0,2021-01-20
1920,,,,,,,,,,,,11.0,,,,,2020-06-01
1920,,,,,,,,,,,180.0,,,,,,2021-01-14
1926,,,,,,,,,,,,6.0,,,,,2020-06-02
1928,,,,,,,,,,,,2.0,,,,,2020-06-03
1928,,38.0,,,,,,,,,,,,,,,2020-10-17
1930,,,,,,,,,,,,2.0,,,,,2020-06-04
1937,,9.0,,,,,,,,,,,,,,,2020-10-18
1939,,,,,,,,,,,,9.0,,,,,2020-06-05
1940,,3.0,,,,,,,,,,,,,,,2020-10-19
1944,,,,,,,,,,,,,,,33.0,,2021-06-03
1944,,,,,,,,39.0,,,,,,,,,2020-12-05
1949,,,,,68.0,,,,,,,,,,,,2020-11-07
1951,,,,,,,,,,,,,,,,32.0,2021-01-21
1953,,,,,,,,,,,,14.0,,,,,2020-06-06
1954,,,,,,,,,64.0,,,,,,,,2021-08-31
1957,,17.0,,,,,,,,,,,,,,,2020-10-20
1960,,,,60.0,,,,,,,,,,,,,2021-01-17
1964,,,,,,,,,,,,,,,20.0,,2021-06-04
1964,,7.0,,,,,,,,,,,,,,,2020-10-21
1965,,,,,,,,,,,,12.0,,,,,2020-06-07
1967,,3.0,,,,,,,,,,,,,,,2020-10-22
1968,,,,,,,,,,,,3.0,,,,,2020-06-08
1968,,1.0,,,,,,,,,,,,,,,2020-10-23
1971,,,,,,,,,,,,0.0,,,,,2020-06-10
1971,,,,,,,,,,,,3.0,,,,,2020-06-09
1974,,,,,,,,,,,,3.0,,,,,2020-06-11
1974,,,,,,,,,,,,,137.0,,,,2021-01-29
1976,,,,,,,,,,,,,,,12.0,,2021-06-05
1980,,,,,,,,,,,60.0,,,,,,2021-01-15
1980,,,,,,,,,,,,,,,,29.0,2021-01-22
1982,,,,,,,92.0,,,,,,,,,,2020-11-28
1983,,,,,,,,,,,,,,,,3.0,2021-01-23
1983,,,114.0,,,,,,,,,,,,,,2021-01-17
1984,,,,,,,,,,,,,,177.0,,,2020-05-26
1985,98.0,,,,,,,,,,,,,,,,2020-12-07
1987,,,,,,,,,33.0,,,,,,,,2021-09-01
1987,,,,,,,,,,,,13.0,,,,,2020-06-12
1990,,,,,,,,,,,,,,6.0,,,2020-05-27
1994,,,,,,,,,,,,7.0,,,,,2020-06-13
1995,,,,,,,,,,118.0,,,,,,,2020-10-01
1996,,,,,,,,,,,,2.0,,,,,2020-06-14
1997,,,,,,,,,,,,,,7.0,,,2020-05-28
1998,,,,,,,,,,,,2.0,,,,,2020-06-15
1999,,,,,,,,,,,,1.0,,,,,2020-06-16
2004,,,,,,,,,,,,5.0,,,,,2020-06-17
2006,,,,,,,,,,,,2.0,,,,,2020-06-18
2006,,,,,,,,,,,,,,,30.0,,2021-06-06
2007,,,,,,,,,,,,,,10.0,,,2020-05-29
2007,,,,,,113.0,,,,,,,,,,,2021-01-14
2009,,,,,,,,,,,,3.0,,,,,2020-06-19
2014,,,,,,,,,,,,,,,8.0,,2021-06-07
2020,,,,,,,,,,,,,,13.0,,,2020-05-30
2021,,,,,,,,,,,,12.0,,,,,2020-06-20
2025,,,,,,,,,,,,4.0,,,,,2020-06-21
2027,,,,,,,,,,,,0.0,,,,,2020-06-23
2027,,,,,,,,,,,,2.0,,,,,2020-06-22
2028,,,,,,,46.0,,,,,,,,,,2020-11-29
2028,,,,,,,,,,,,,,8.0,,,2020-05-31
2032,,,,,,,,,,,,,,,,0.0,2021-01-25
2032,,,,,,,,,,,,,,,,49.0,2021-01-24
2032,,,,,,,,,,,,5.0,,,,,2020-06-24
2033,,,,,,,,,,,,,,,,1.0,2021-01-26
2034,,,,,,,,,,,,,,,,1.0,2021-01-27
2034,,,,,,,,,,,,2.0,,,,,2020-06-25
2036,,,,,,,,,,,,2.0,,,,,2020-06-26
2039,,,,,,,,,,,,,,11.0,,,2020-06-01
2039,,,,,,,,,,,,3.0,,,,,2020-06-27
2041,,,,,,,,,,,,,,,27.0,,2021-06-08
2044,,76.0,,,,,,,,,,,,,,,2020-10-24
2044,,,,,,,,,,,,5.0,,,,,2020-06-28
2044,,,,,,,,,,,,,,5.0,,,2020-06-02
2045,,1.0,,,,,,,,,,,,,,,2020-10-25
2046,,,,,,,,,,,,2.0,,,,,2020-06-29
2047,,,,,,,,,,,,1.0,,,,,2020-06-30
2048,,,,,,,,,,,,0.0,,,,,2020-07-02
2048,,,,,,,,,,,,1.0,,,,,2020-07-01
2048,,3.0,,,,,,,,,,,,,,,2020-10-26
2049,,,,,,,,,,,69.0,,,,,,2021-01-16
2051,,,,,,,,,,,,3.0,,,,,2020-07-03
2052,,,,,,,,108.0,,,,,,,,,2020-12-06
2052,,4.0,,,,,,,,,,,,,,,2020-10-27
2053,,,,,104.0,,,,,,,,,,,,2020-11-08
2058,,,,,,,,,,,,,,,17.0,,2021-06-09
2058,,,,,,,,,,,,7.0,,,,,2020-07-04
2059,,,,,,,,,,,,,85.0,,,,2021-01-30
2060,,,,,,,,,,,,2.0,,,,,2020-07-05
2062,,,,,,,,,,,,2.0,,,,,2020-07-06
2065,,,,,,,,,,,,3.0,,,,,2020-07-07
2066,,,,,,,,,,,,1.0,,,,,2020-07-08
2070,,,,,,,,,,,,4.0,,,,,2020-07-09
2076,,,,,,,,,,,,,,,18.0,,2021-06-10
2076,,,,,,,,,,,,6.0,,,,,2020-07-10
2077,,,,,,70.0,,,,,,,,,,,2021-01-15
2077,,,,,,,,,90.0,,,,,,,,2021-09-02
2079,,,,,,,,,,,,3.0,,,,,2020-07-11
2080,,28.0,,,,,,,,,,,,,,,2020-10-28
2086,,,,,,,,,,,,,,,10.0,,2021-06-11
2088,,,,,,,,,,,,9.0,,,,,2020-07-12
2088,,,,,,,60.0,,,,,,,,,,2020-11-30
2089,,,,,,,,,,,,,,,,55.0,2021-01-28
2092,,,,,,,,,,,,4.0,,,,,2020-07-13
2093,108.0,,,,,,,,,,,,,,,,2020-12-08
2093,,,,,,,,,,,,1.0,,,,,2020-07-14
2094,,,,,,,,,,,,0.0,,,,,2020-07-16
2094,,,,,,,,,,,,,,,,5.0,2021-01-29
2094,,,,,,,,,,,,1.0,,,,,2020-07-15
2098,,,,,,,,,,,,4.0,,,,,2020-07-17
2099,,,,,,,,,,,,1.0,,,,,2020-07-18
2099,,,,,,,,,,,,,,55.0,,,2020-06-03
2103,,,,,,,,,,,,4.0,,,,,2020-07-19
2106,,,,,,,,54.0,,,,,,,,,2020-12-07
2107,,,,,,,,,,,,4.0,,,,,2020-07-20
2108,,,,,,,,,,113.0,,,,,,,2020-10-02
2109,,,,,,,,,,,,,,,23.0,,2021-06-12
2109,,,,,,,,,,,,2.0,,,,,2020-07-21
2111,,,,,,,,,,,62.0,,,,,,2021-01-17
2112,,,,,,,,,,,,3.0,,,,,2020-07-22
2112,,,,,,,,,,,,0.0,,,,,2020-07-23
2115,,,,,,,,,,,,3.0,,,,,2020-07-24
2116,,,,156.0,,,,,,,,,,,,,2021-01-18
2116,,,,,,,,,,,,,,,7.0,,2021-06-13
2117,,,,,,,29.0,,,,,,,,,,2020-12-01
2117,,37.0,,,,,,,,,,,,,,,2020-10-29
2118,,,,,,,,,,,,0.0,,,,,2020-07-26
2118,,,,,,,,,,,,3.0,,,,,2020-07-25
2119,,,,,,,,,,,,1.0,,,,,2020-07-27
2119,,,,,,,,,,,,0.0,,,,,2020-07-28
2121,,,,,,,,,,,,2.0,,,,,2020-07-29
2122,,,,,,,,,,,,1.0,,,,,2020-07-30
2122,,5.0,,,,,,,,,,,,,,,2020-10-30
2123,,,,,,,,,,,,1.0,,,,,2020-07-31
2123,,,,,,,,,,,,,,,,29.0,2021-01-30
2124,,2.0,,,,,,,,,,,,,,,2020-10-31
2125,,1.0,,,,,,,,,,,,,,,2020-11-01
2126,,,,,,,,,,,,,,,10.0,,2021-06-14
2128,,3.0,,,,,,,,,,,,,,,2020-11-02
2129,,,,,,,,,,,,6.0,,,,,2020-08-01
2130,,,,,,,,,,,,1.0,,,,,2020-08-02
2130,,,,,,,,,,,,0.0,,,,,2020-08-04
2130,,,,,,,,,,,,0.0,,,,,2020-08-05
2130,,,,,,,,,,,,0.0,,,,,2020-08-03
2130,,,,,,,,,,,,0.0,,,,,2020-08-06
2131,,,,,,,,,,,,,,,5.0,,2021-06-15
2132,,,,,,,,,,,,2.0,,,,,2020-08-07
2133,,,,,,,,,,,,1.0,,,,,2020-08-08
2133,,,150.0,,,,,,,,,,,,,,2021-01-18
2134,,,,,,,,,,,,1.0,,,,,2020-08-09
2135,,,,,,,,29.0,,,,,,,,,2020-12-08
2137,,,,,,,,,,,,,,,6.0,,2021-06-16
2138,,,,,,,,,,,,4.0,,,,,2020-08-10
2139,,,,,,,,,,,,1.0,,,,,2020-08-11
2139,,,,,,,,,,,,0.0,,,,,2020-08-12
2140,,12.0,,,,,,,,,,,,,,,2020-11-03
2142,,,,,,65.0,,,,,,,,,,,2021-01-16
2142,,,,,,,,,,,,3.0,,,,,2020-08-13
2142,,,,,,,,,,,,,83.0,,,,2021-01-31
2144,,,,,,,,,,,,,,,7.0,,2021-06-17
2144,,,,,,,,,,,,2.0,,,,,2020-08-14
2144,,,,,,,,,,,,0.0,,,,,2020-08-15
2147,,,,,,,,,,,,,,,,24.0,2021-01-31
2149,,,,,,,,,,,,5.0,,,,,2020-08-16
2150,,,,,,,,,,,,,,,6.0,,2021-06-18
2150,,,,,,,,,,,,0.0,,,,,2020-08-18
2150,,,,,,,,,,,,1.0,,,,,2020-08-17
2150,,,,,,,,,,,,0.0,,,,,2020-08-19
2151,,,,,,,,,,,,1.0,,,,,2020-08-20
2153,,,,,,,,,,,,,,,3.0,,2021-06-19
2153,,,,,,,,,,,,0.0,,,,,2020-08-22
2153,,,,,,,,,,,,2.0,,,,,2020-08-21
2154,,,,,,,,,,,,,,,,7.0,2021-02-01
2155,,,,,,,,,,,,,,,,1.0,2021-02-02
2155,,,,,,,,,,,,0.0,,,,,2020-08-24
2155,,,,,,,,,,,,2.0,,,,,2020-08-23
2157,,,,,,,,,80.0,,,,,,,,2021-09-03
2157,,,,,,,,,,,,,,,4.0,,2021-06-20
2158,,,,,,,,,,,,3.0,,,,,2020-08-25
2159,,,,,,,,,,,,1.0,,,,,2020-08-26
2161,,,,,,,,,,,,2.0,,,,,2020-08-27
2164,,,,,,,,,,,,3.0,,,,,2020-08-28
2165,,25.0,,,,,,,,,,,,,,,2020-11-04
2166,,,,,,,,,,,,2.0,,,,,2020-08-29
2167,,,,,,,,,,,,1.0,,,,,2020-08-30
2168,,,,,,,,33.0,,,,,,,,,2020-12-09
2171,,,,,,,,,,,,4.0,,,,,2020-08-31
2172,,,,,,,,,,,,,,,15.0,,2021-06-21
2172,,7.0,,,,,,,,,,,,,,,2020-11-05
2174,,,,,,,,,,,,3.0,,,,,2020-09-01
2175,,,,,,,,,,,,1.0,,,,,2020-09-02
2175,,,,,,,,,,,,0.0,,,,,2020-09-03
2176,,,,,,,,,,,,,,,,21.0,2021-02-03
2177,,,,,,,,,,,,2.0,,,,,2020-09-04
2177,,,,,,,,,,,,0.0,,,,,2020-09-06
2177,,,,,,,60.0,,,,,,,,,,2020-12-02
2177,,,,,,,,,,,,0.0,,,,,2020-09-05
2177,,,,,,,,,,,,,,,,1.0,2021-02-04
2179,,,,,,,,,,,,2.0,,,,,2020-09-07
2179,,,,,,,,,,,,,,,7.0,,2021-06-22
2180,,,,,,,,,,,,,38.0,,,,2021-02-01
2184,,,,,,,,,,,,,,,,7.0,2021-02-05
2188,,,,,,,,,,,,9.0,,,,,2020-09-08
2189,,,,,,,,,,,,1.0,,,,,2020-09-09
2190,,,,,,,,,,,,1.0,,,,,2020-09-10
2191,,,,,,,,,,,,1.0,,,,,2020-09-11
2191,,19.0,,,,,,,,,,,,,,,2020-11-06
2192,,,,,,,,,,,,,,,13.0,,2021-06-23
2193,100.0,,,,,,,,,,,,,,,,2020-12-09
2193,,,,,,,,,,,,2.0,,,,,2020-09-12
2194,,,,,,,,,,,,,,,,10.0,2021-02-06
2194,,,,,,,,,,,,,,,,0.0,2021-02-07
2194,,,,,,,,,,,,0.0,,,,,2020-09-14
2194,,,,,,,,,,,,,,,,0.0,2021-02-08
2194,,,,,,,,,,,,1.0,,,,,2020-09-13
2199,,,,,,,,,,,,5.0,,,,,2020-09-15
2199,,,,,,,,,,,,0.0,,,,,2020-09-16
2202,,,,,,,,,,,,3.0,,,,,2020-09-17
2203,,,,,,61.0,,,,,,,,,,,2021-01-17
2204,,,,,,,,,,,,,,,,10.0,2021-02-09
2205,,,,,,,,,,,,3.0,,,,,2020-09-18
2206,,,,,,,,,,,,1.0,,,,,2020-09-19
2206,,15.0,,,,,,,,,,,,,,,2020-11-07
2207,,,,,,,,,,,,,,,,3.0,2021-02-10
2209,,3.0,,,,,,,,,,,,,,,2020-11-08
2209,,,,,,,,,,,,,,,17.0,,2021-06-24
2210,,,,,,,,,,,,4.0,,,,,2020-09-20
2211,,,,,,,,,,,100.0,,,,,,2021-01-18
2214,,,,,,,,,,,,4.0,,,,,2020-09-21
2215,,,,,,,,,,,,1.0,,,,,2020-09-22
2217,,,,,,,,,,,,2.0,,,,,2020-09-23
2217,,8.0,,,,,,,,,,,,,,,2020-11-09
2220,,,,,,,43.0,,,,,,,,,,2020-12-03
2220,,3.0,,,,,,,,,,,,,,,2020-11-10
2220,,,,,,,,,,,,3.0,,,,,2020-09-24
2221,,,,,,,,,,,,,,,,14.0,2021-02-11
2222,,,,,,,,,,,,,,,,1.0,2021-02-12
2222,,,,,,,,,,,,2.0,,,,,2020-09-25
2223,,,,,,,,,,,,,,,14.0,,2021-06-25
2224,,,,,,,,,,,,2.0,,,,,2020-09-26
2224,,,,,,,,,,,,,,,,2.0,2021-02-13
2225,,,,,,,,,,,,,,,,0.0,2021-02-15
2225,,,,,,,,,,,,,,,,1.0,2021-02-14
2226,,,,,,,,,,,,,,,,1.0,2021-02-16
2227,,,,,,,,,,,,,,,,1.0,2021-02-17
2232,,,,,,,,,,,,,,,,5.0,2021-02-18
2233,,,,,,,,,,,,,,,,0.0,2021-02-20
2233,,,,,,,,,,,,,,,,1.0,2021-02-19
2235,,,,,,,,,,,,11.0,,,,,2020-09-27
2236,,,,,,,,,,,,,,,,0.0,2021-02-22
2236,,,,,,,,,,,,,,,,3.0,2021-02-21
2237,,17.0,,,,,,,,,,,,,,,2020-11-11
2238,,,,122.0,,,,,,,,,,,,,2021-01-19
2240,,3.0,,,,,,,,,,,,,,,2020-11-12
2242,,,,,,,,,,,,,,,,6.0,2021-02-23
2245,,5.0,,,,,,,,,,,,,,,2020-11-13
2246,,,,,,,,,,,,11.0,,,,,2020-09-28
2247,,,,,,,,,,,,,,,24.0,,2021-06-26
2247,,,,,,,,,,,,,,,,5.0,2021-02-24
2251,,,,,,,,,,,,,,,,0.0,2021-02-26
2251,,,,,,,,,,,,,,,,0.0,2021-02-27
2251,,,,,,,,,,,,,,,,4.0,2021-02-25
2251,,,,,,,,,,,,,,,4.0,,2021-06-27
2253,,,,,,,,,,,,,,,,0.0,2021-03-03
2253,,,,,,,,,,,,,,,,0.0,2021-03-02
2253,,,,,,,,,,,,,,,,0.0,2021-03-01
2253,,,,,,,,,,,,,,,,2.0,2021-02-28
2253,,,,,,,,,,,,,,,,0.0,2021-03-04
2255,,10.0,,,,,,,,,,,,,,,2020-11-14
2255,,,,,,,,,,,,,,,,2.0,2021-03-05
2256,,,,,,,,,,,,,,,,1.0,2021-03-06
2256,,,,,,,,,99.0,,,,,,,,2021-09-04
2259,,,,,,,,,,,,,,,8.0,,2021-06-28
2261,,,,,,,,,,,,15.0,,,,,2020-09-29
2263,,8.0,,,,,,,,,,,,,,,2020-11-15
2263,,,,,,,,,,155.0,,,,,,,2020-10-03
2264,,,,,,,,,,,,,,,,8.0,2021-03-07
2264,,,,,,,,,,,,,,,,0.0,2021-03-08
2264,,,,,,,,,,,,,,,,0.0,2021-03-09
2264,,,,,,,,,,,,,,,,0.0,2021-03-10
2265,,,,,,,,,,,,,,,,1.0,2021-03-11
2266,,,133.0,,,,,,,,,,,,,,2021-01-19
2268,,,,,,,48.0,,,,,,,,,,2020-12-04
2268,,,,,,,,,,,,,,,,3.0,2021-03-12
2269,,,,,,,,,,,,,,,,1.0,2021-03-13
2270,,,,,,,,,,,,,,,,1.0,2021-03-14
2270,,,,,,,,,,,,,,,,0.0,2021-03-15
2271,,,,,,,,,,,,,,,,1.0,2021-03-16
2271,,,,,,,,,,,,10.0,,,,,2020-09-30
2272,,,,,,,,,,,,,,,,1.0,2021-03-17
2273,,10.0,,,,,,,,,,,,,,,2020-11-16
2274,,,,,,,,,,,,,,,,2.0,2021-03-18
2276,,,,,,,,,,,,,,,,2.0,2021-03-19
2279,,,,,,,,,,,,,,,,3.0,2021-03-20
2279,,,,,,,,,,,,,,,,0.0,2021-03-21
2281,,8.0,,,,,,,,,,,,,,,2020-11-17
2283,,,,,,,,115.0,,,,,,,,,2020-12-10
2284,,,,,,,,,,,,13.0,,,,,2020-10-01
2287,,,,,,84.0,,,,,,,,,,,2021-01-18
2287,,,,,,,,,,,,,,,,8.0,2021-03-22
2291,,,,,,,,,,,,,,,32.0,,2021-06-29
2292,,11.0,,,,,,,,,,,,,,,2020-11-18
2293,100.0,,,,,,,,,,,,,,,,2020-12-10
2295,,,,,,,,12.0,,,,,,,,,2020-12-11
2295,,,,,,,,,,,,,115.0,,,,2021-02-02
